name,address,phone,url,types,closed,lat,long
Janie and Jack,"1150 3rd Ave, New York, NY 10065, United States",(212) 988-4120,http://www.janieandjack.com/our_company/cs_home.jsp?FOLDER%3C%3Efolder_id=2534374302778325,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7667338,-73.9630214
Sweet William Ltd,"324 Wythe Ave, Brooklyn, NY 11249, United States",(718) 218-6946,http://www.sweetwilliamltd.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7152189,-73.9648804
Once Upon A Child Hickory Hills,"9636 S Roberts Rd, Hickory Hills, IL 60457, United States",(708) 499-7035,http://www.onceuponachildhickoryhills.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.7160151,-87.8202731
Cookie's the Kids Department Store,"567 Melrose Ave, Bronx, NY 10455, United States",(718) 585-0800,http://www.cookieskids.com/,"[""department_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.8166568,-73.9178113
Once Upon A Child Oak Brook,"17W428 22nd St, Oakbrook Terrace, IL 60523, United States",(312) 989-5255,http://www.onceuponachildoakbrook.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.8472045,-87.9687238
Once Upon A Child Harwood Heights,"4616 N Harlem Ave, Harwood Heights, IL 60706, United States",(708) 867-8651,http://www.onceuponachildharwoodheights.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.9644206,-87.8079363
Keedo Clothes,"12082 N May Ave, Oklahoma City, OK 73120, United States",(405) 607-0887,https://www.facebook.com/KeedoKids/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.592261,-97.566218
Giggle Berries,"5509 Magazine St, New Orleans, LA 70115, United States",(504) 899-5509,,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.9213712,-90.1163157
"nola kids, llc","333 Chartres St, New Orleans, LA 70130, United States",(504) 566-1340,http://www.shopnolakids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.9549514,-90.0662733
Mignon For Children - Clothing Store,"2727 Prytania St, New Orleans, LA 70130, United States",(504) 891-2374,http://www.mignonnola.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.9300905,-90.0848626
Crazy 8,"2350 S I-35 Service Rd, Moore, OK 73160, United States",(405) 793-6057,http://www.crazy8.com/locator/store_locator.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.3163706,-97.4873485
"Once Upon A Child, Sandy Springs","5920 Roswell Rd NE, Atlanta, GA 30328, United States",(678) 383-1818,http://www.onceuponachildnorthatlanta.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.916329,-84.3800525
Arlington Kid to Kid,"3500 S Cooper St #110, Arlington, TX 76015, United States",(817) 468-1995,http://kidtokid.com/arlington/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,32.6894881,-97.1307463
Peek Kids,"3500 Peachtree Rd, Atlanta, GA 30326, United States",(404) 900-6820,http://www.peekkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.8531255,-84.3626335
"Once Upon A Child - Brookfield, WI","16750 W Bluemound Rd, Brookfield, WI 53005, United States",(262) 782-5437,http://www.onceuponachildbrookfield.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.0385162,-88.1211993
Once Upon A Child Roswell,"580 E Crossville Rd #370, Roswell, GA 30075, United States",(678) 461-8450,http://www.onceuponachildroswell.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.0386225,-84.345545
"Once Upon A Child Duluth, GA","3675 Satellite Blvd, Duluth, GA 30096, United States",(678) 473-0212,http://onceuponachildduluth.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.959644,-84.13713
Plaza Carolina,"Avenida Jes?§s M. Fragoso, Carolina, PR 00983, Puerto Rico",(787) 768-0514,http://www.simon.com/mall/plaza-carolina,"[""shopping_mall"",""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3926016,-65.9744303
Orient Expressed,"3446 Magazine St, New Orleans, LA 70115, United States",(504) 899-3060,http://www.orientexpressed.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.922276,-90.09015
EGG by Susan Lazar,"244 E Maple Rd, Birmingham, MI 48009, United States",(248) 645-0400,http://www.egg-baby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.5467515,-83.2123746
Once Upon a Child Novi,"41810 W 10 Mile Rd, Novi, MI 48375, United States",(248) 349-2090,http://www.onceuponachildnovi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.4682748,-83.4578047
"They Grow Like Weeds, LLC","5686 Broad St, Greendale, WI 53129, United States",(414) 239-0600,http://www.theygrowlikeweeds.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.9412789,-87.9955425
Piper Children's Boutique,"8235 E 116th St #210, Fishers, IN 46038, United States",(317) 578-7002,http://www.piperboutiques.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.9561854,-86.0222336
Swap For Kids,"7722 Maple St, New Orleans, LA 70118, United States",(504) 218-5996,http://www.swapforkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.942101,-90.1300067
Peek Kids,"8687 N Central Expy, Dallas, TX 75225, United States",(214) 987-2537,http://peekkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.8688498,-96.7733319
Little Monsters,"2445 N Farwell Ave, Milwaukee, WI 53211, United States",(414) 964-2323,http://www.littlemonstersmilwaukee.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.0623474,-87.883416
Crazy 8,"2200 E Williams Field Rd #103, Gilbert, AZ 85295, United States",(480) 917-6893,http://www.crazy8.com/index.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.310614,-111.7428173
Gap Kids,"Outlet Shops of El Paso, Canutillo, TX 79835, United States",(915) 877-5251,http://www.gap.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.9124808,-106.5854485
Abbyƒ??s Closet,"F3, 1188 N Yarbrough Dr, El Paso, TX 79925, United States",(915) 328-2926,http://www.abbysclosetep.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.7547886,-106.3414938
Gap Kids,"7322 Jones Maltsberger Rd #114, San Antonio, TX 78209, United States",(210) 804-0299,http://www.gap.com/products/gap-kids.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.4990781,-98.4808169
Once Upon A Child - San Antonio,"16646 U.S. 281 Access Rd, San Antonio, TX 78232, United States",(210) 490-6822,http://onceuponachildsanantonio.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,29.5938941,-98.4702715
Gymboree,"10300 Southside Blvd, Jacksonville, FL 32256, United States",(904) 363-1771,http://www.gymboree.com/locator/store_locator.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.1839237,-81.5536975
Kid to Kid Culebra,"11019 Culebra Road, 162, San Antonio, TX 78253, United States",(210) 688-9398,http://kidtokid.com/culebra/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.4977799,-98.7099975
Once Upon A Child at River City Marketplace,"13141 City Station Dr, Jacksonville, FL 32218, United States",(904) 647-1270,http://www.onceuponachildjaxnorth.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.4761032,-81.6421287
Diane's Baby & Children's Warehousing,"10503 San Jose Blvd #16, Jacksonville, FL 32257, United States",(904) 647-7411,http://www.dianesbabyandchildrenswarehouse.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.1867217,-81.6271484
KYDS Children's Boutique,"200 1st St #303, Neptune Beach, FL 32266, United States",(904) 595-5092,http://www.kyds.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.3234984,-81.3963183
Willies,"3567 St Johns Ave, Jacksonville, FL 32205, United States",(904) 384-3664,http://www.williesforkids.com/,"[""department_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.297158,-81.7038057
Royalty Kids Kouture,"Wichita, KS, United States",(678) 909-9349,http://www.royaltykidskouture.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,0,0
Rainbow,"1042 S Oliver St, Wichita, KS 67218, United States",(316) 691-5168,http://www.rainbowshops.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6681718,-97.2795382
Trendy Tots,"3101 N Rock Rd #185, Wichita, KS 67206, United States",(316) 634-6996,http://www.trendytotsresaleshop.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.7401674,-97.2457666
Baby Depot,"613 S Dugan Rd #200, Wichita, KS 67209, United States",(316) 945-2300,http://www.babydepot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6752337,-97.4184221
Gordmans,"7011 W Central Ave #300, Wichita, KS 67212, United States",(316) 941-9449,http://www.gordmans.com/,"[""department_store"",""shoe_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.692895,-97.4243429
Von Maur,"7700 E Kellogg Dr N, Wichita, KS 67207, United States",(316) 685-6100,http://vonmaur.com/,"[""department_store"",""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6831297,-97.2461922
Bootyland,"1815 N 45th St #208, Seattle, WA 98103, United States",(206) 328-0636,http://www.bootylandkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.6609221,-122.3357088
Crazy 8,"6600 Menaul Blvd NE, Albuquerque, NM 87110, United States",(505) 884-3177,http://www.crazy8.com/locator/store_locator.jsp?FOLDER%3C%3Efolder_id=2534374306245915&bmUID=1416202562183&MAPQUEST%3C%3Etransaction=init,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.107051,-106.5738463
Mommy's Market,"52156, Albuquerque, NM 87181, United States",(505) 550-3422,http://www.mommysmarkets.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.197148,-106.579982
T.J. Maxx,"7200 Montgomery Blvd NE, Albuquerque, NM 87109, United States",(505) 881-0894,http://www.tjmaxx.com/,"[""department_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1299165,-106.5654369
Other Mothers,"5001 Montgomery Blvd NE, Albuquerque, NM 87109, United States",(505) 884-6333,http://othermothers.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.1329383,-106.5886437
Once Upon A Child Cordova,"2200 N Germantown Pkwy #12, Cordova, TN 38016, United States",(901) 382-3332,http://onceuponachildcordova.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1846638,-89.791876
Cotton Tails Inc,"389 Perkins Extd, Memphis, TN 38117, United States",(901) 685-8417,http://cotton-tails.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1202069,-89.9092796
Once Upon A Child Reynoldsburg,"6026 East Main Street, Reynoldsburg, OH 43213, United States",(614) 863-9777,http://www.onceuponachildcolumbus.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.955495,-82.836238
Nicole's for Children,"50 W Olentangy St, Powell, OH 43065, United States",(614) 433-0503,http://www.nicolesforchildren.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.158203,-83.076734
Boy Meets Girl,"358 San Lorenzo Ave, Coral Gables, FL 33146, United States",(305) 445-9668,http://www.bmgkids.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,25.7321338,-80.2607705
Mountain Moppets Children's Clothing and Baby Boutique,"2530 W Colorado Ave, Colorado Springs, CO 80904, United States",(719) 633-5544,http://www.mountainmoppets.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8482068,-104.8638571
Tantrums,"511 N Union Blvd, Colorado Springs, CO 80909, United States",(719) 630-3271,http://www.tantrumskidsconsignment.com/,"[""store"",""point_of_interest"",""establishment""]",,38.8402288,-104.7941104
lululemon athletica | Shops at Briargate,"1845 Briargate Pkwy #439, Colorado Springs, CO 80920, United States",(719) 593-2958,http://www.lululemon.com/stores/us/colorado-springs/shops-at-briargate-store,"[""shoe_store"",""gym"",""health"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.9628508,-104.79321
Mountain Bows & Clothes,"7060 Crazy Horse Cir, Colorado Springs, CO 80915, United States",(719) 357-8555,http://www.mtnbows.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8647125,-104.6980199
"Toys""R""Us","3730 Citadel Dr N, Colorado Springs, CO 80909, United States",(719) 597-8697,http://www.babiesrus.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.8464871,-104.7589874
Hakuna Matata Children's Resale Boutique,"6436 U.S. 85 / 87 Suite A, Fountain, CO 80817, United States",(719) 231-2297,http://www.hakunamatataresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7385735,-104.7347455
"Once Upon A Child- Maple Shade, NJ","450 S Lenola Rd, Maple Shade Township, NJ 08052, United States",(856) 235-5439,http://onceuponachildmapleshade.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.941708,-74.968836
Peek Kids,"425 2nd St, San Francisco, CA 94107, United States",(415) 512-7335,http://peekarentyoucurious.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.7841099,-122.3944993
Once Upon A Child - Antioch,"5364 Mount View Rd, Antioch, TN 37013, United States",(615) 731-7409,http://www.onceuponachildantioch.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.0467195,-86.648451
Once Upon A Child Franklin,"7090 Bakers Bridge Ave, Franklin, TN 37067, United States",(615) 790-8081,http://www.onceuponachildfranklintn.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.962234,-86.8143446
Paisley Monkey,"14417 Detroit Ave, Lakewood, OH 44107, United States",(216) 221-1091,http://www.paisleymonkey.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.4852832,-81.7952788
Once Upon A Child - Roseville,"384 Roseville Square, Roseville, CA 95678, United States",(916) 774-0852,http://www.onceuponachildroseville.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.7452364,-121.2761484
Children's Orchard Minnetonka,"12953 Ridgedale Dr, Minnetonka, MN 55305, United States",(952) 232-5603,http://www.childrensorchard.com/stores/minnetonka-mn/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.9652263,-93.4438839
Cavelle Kids,"625 3rd St, Clovis, CA 93612, United States",(253) 970-6629,http://www.cavellekids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8267672,-119.7015071
Kid Dreams,"2069 W Bullard Ave, Fresno, CA 93711, United States",(559) 439-4210,http://www.kiddreams1.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8219894,-119.8282873
Ga Ga CHIC,"712 W Shaw Ave, Fresno, CA 93704, United States",(559) 226-0462,http://gagachic.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8092086,-119.8064128
Kid's Foot Locker,"547 E Shaw Ave, Fresno, CA 93710, United States",(559) 227-8441,http://www.kidsfootlocker.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8062831,-119.7784749
Once Upon A Child Ellicott City,"D140, 10030 Baltimore National Pike, Ellicott City, MD 21042, United States",(410) 418-4707,http://onceuponachildellicottcity.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.281495,-76.856324
Once Upon A Child Glen Burnie,"62 Mountain Rd, Glen Burnie, MD 21061, United States",(443) 410-3398,http://www.onceuponachildglenburnie.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1368086,-76.5935644
Baby Depot,"Centro del Sur Mall, Miguel A Poe Blvd. KM 26.4, Ponce, PR 00731, United States",(787) 813-3010,http://babydepot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.010158,-66.602087
Baby's Planet,"Ponce, Puerto Rico",(787) 842-8514,http://www.babysplanet.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.000911,-66.597716
"Doux Muah Boutique, Inc.","CARR. 155 KM. 55.8, BO. FRANQUEZ, Morovis, 00687, Puerto Rico",(787) 318-7493,http://www.facebook.com/douxmuah,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.335808,-66.430563
Marshalls,"Av. Jes?§s T. Pi?ñero, Cayey, 00736, Puerto Rico",(787) 263-0996,http://www.marshallsonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.1181924,-66.1425501
Puerto Rico Premium Outlets,"1 Premium Outlets Boulevard, 1 Premium Outlets Blvd, Barceloneta 00617, Puerto Rico",(787) 846-5300,http://www.premiumoutlets.com/outlet/puerto-rico,"[""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4392433,-66.5409088
Carter Store,"105 Fortune Dr, Irvine, CA 92618, United States",(949) 727-4142,http://www.carters.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.665242,-117.7490656
Once Upon A Child Newark,"39644 Cedar Blvd, Newark, CA 94560, United States",(510) 573-4530,http://onceuponachildnewark.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.521675,-121.9975646
"Once Upon A Child - Hamburg, NY","4271 Lake Ave, Blasdell, NY 14219, United States",(716) 235-8835,http://www.onceuponachildhamburg.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.7949927,-78.818897
Once Upon A Child - Brandon,"752 W Lumsden Rd, Brandon, FL 33511, United States",(813) 654-8813,http://www.onceuponachildbrandon.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.924863,-82.295224
Growing Keiki,"66-051 Kamehameha Hwy, Haleiwa, HI 96712, United States",(808) 637-4544,http://thegrowingkeiki.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.5921149,-158.103209
Caterkids,"94-810 Moloalo St #125, Waipahu, HI 96797, United States",(808) 845-5575,http://www.caterkids.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,21.384596,-158.004504
Up & Riding,"4211 Waialae Ave, Honolulu, HI 96816, United States",(808) 447-9987,http://www.upandriding.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.2772357,-157.7869427
Baby Showers Hawaii,"600 Kailua Rd # 117, Kailua, HI 96734, United States",(808) 262-8934,http://www.babyshowershawaii.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.3941967,-157.7408635
Baby Emporium,"614 Cooke St, Honolulu, HI 96813, United States",(808) 596-4868,http://www.babyemporiumhi.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,21.300153,-157.8571949
"Once Upon A Child - Corpus Christi, TX","1334 Airline Rd, Corpus Christi, TX 78412, United States",(361) 993-8581,http://www.onceuponachildcorpuschristi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.7066382,-97.3617956
Chic & Unique Kids Boutique,"5309 Williams Dr, Corpus Christi, TX 78411, United States",(361) 445-7677,http://www.facebook.com/pages/Chic-Unique-Kids-Boutique/342346385851026,"[""book_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,27.706659,-97.376781
Belly & Baby and Hopscotch,"3818 S. Alameda Suite 36, Lamar Park Shopping Center, Corpus Christi, TX 78411, United States",(361) 991-2540,http://www.bellyandbaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.743689,-97.381212
The Checkered Duck,"11229 Leopard St, Corpus Christi, TX 78410, United States",(361) 242-3343,http://www.thecheckeredduck.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.8464592,-97.5879993
Once Upon A Child Newport News,"12233 Jefferson Ave #7b, Newport News, VA 23602, United States",(757) 968-5437,http://www.onceuponachildnewportnews.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.1106953,-76.4999172
Once Upon A Child Perrysburg,"142 E South Boundary St, Perrysburg, OH 43551, United States",(419) 874-3606,http://www.onceuponachildtoledo.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.544595,-83.6180361
Sofi Stella Boutique,"15155 S Dixie Hwy, Monroe, MI 48161, United States",(734) 457-2392,http://www.sofistella.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.8913624,-83.4193738
The Baby Store Toys and More,"N, 427 Main St, Wasilla, AK, United States",(907) 376-5500,http://thebabystorealaska.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.5837857,-149.4422256
Birch Tree Baby,"Taiga Dr, Anchorage, AK 99516, United States",(907) 227-5617,http://birchtreebaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1030389,-149.8131396
Once Upon A Child Anchorage,"1016 W Northern Lights Blvd, Anchorage, AK 99503, United States",(907) 562-8777,http://www.onceuponachildanchorage.com/,"[""department_store"",""shoe_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.1949608,-149.9040513
Tiny Ptarmigan,"3210 Denali St Suite 6, Anchorage, AK 99503, United States",(907) 929-8469,http://tinyptarmigan.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.191289,-149.8774838
Adventure Apparel,"939 W 5th Ave, Anchorage, AK 99501, United States",(907) 279-0039,http://www.adventureapparel.us/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.21806,-149.900658
Eddie Bauer,"320 W 5th Ave, Anchorage, AK 99501, United States",(907) 279-6606,http://www.eddiebauer.com/,"[""clothing_store"",""shoe_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.217051,-149.888969
Castle House,"3435 Edwards Rd, Cincinnati, OH 45208, United States",(513) 871-2458,http://www.castlehouse.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1389902,-84.4434961
Ladybug Landing,"392 Southland Dr, Lexington, KY 40503, United States",(859) 275-1292,http://www.ladybuglanding.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.0171314,-84.5265107
Animal Crackers,"3636 Brownsboro Rd, Louisville, KY 40207, United States",(502) 896-2339,http://www.facebook.com/animalcrackerslouisville,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.2645405,-85.6688202
Busy Bees Children's Boutique: Hilltop East Shopping Center,"1544 Laskin Rd, Virginia Beach, VA 23451, United States",(757) 425-2337,http://www.hilltopshops.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8519324,-76.0150432
Born Children's Boutique LLC,"3014 Zelda Rd, Montgomery, AL 36106, United States",(334) 215-9140,http://www.bornboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.355655,-86.265418
TheNameDropper/Storkland,"7107 Eastchase Pkwy, Montgomery, AL 36117, United States",(334) 277-7118,http://www.namedropperkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.3607884,-86.1672052
Doodle Bugs,"4670 Old US Hwy 231, Wetumpka, AL 36092, United States",(334) 514-5468,http://www.doodlebugs-kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5087945,-86.2120663
"D'Livia Boutique, LLC","1915 Mulberry St, Montgomery, AL 36106, United States",(334) 265-5003,http://dliviaboutique4kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.3606879,-86.2831042
Moss Famous Characters,"420 Japonica St, Montgomery, AL 36105, United States",,http://www.mossfamouscharacters.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.332594,-86.3134369
"Once Upon A Child- Fort Wayne, IN","5315 Coldwater Rd, Fort Wayne, IN 46825, United States",(260) 484-9993,http://www.onceuponachildfortwayne.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.1280734,-85.1394805
Baby Buyou Children's Boutique,"4916 Illinois Rd #104, Fort Wayne, IN 46804, United States",(260) 459-2229,http://www.babybuyou.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.0754789,-85.2055668
The Spoiled Baby,"3440 McHenry Ave A6, Modesto, CA 95350, United States",(209) 579-2229,http://www.thespoiledbaby.com,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6887922,-120.9926291
Ragamuffin,"1700 McHenry Ave #24, Modesto, CA 95350, United States",(209) 522-1999,http://ragamuffinmodesto.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6687062,-120.9928478
Simply Irresistible Children's Boutique,"297 Commerce Ave, Manteca, CA 95336, United States",(209) 239-0979,http://www.simplyicb.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.7945734,-121.1956945
