city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
selma,AL,18980,32.4072222,-87.0211111,,,X,,X
birmingham,MI,18977,42.5466667,-83.2113889,,,X,,X
elmwood park,NJ,18973,40.9038889,-74.1188889,,,X,,X
ansonia,CT,18959,41.3461111,-73.0794444,,,X,,X
farmington,MN,18954,44.6402778,-93.1433333,,,X,,X
sebastian,FL,18953,27.8161111,-80.4708333,,,X,,X
bixby,OK,18949,35.9419444,-95.8830556,,,X,,X
somerset,MA,18943,41.7694444,-71.1291667,,,X,,X
brookfield,IL,18908,41.8238889,-87.8516667,,,X,,X
north massapequa,NY,18903,40.7008333,-73.4625,,,X,,X
woodstock,GA,18902,34.1013889,-84.5194444,,,X,,X
northfield,MN,18900,44.4583333,-93.1613889,,,X,,X
ottawa,IL,18897,41.3455556,-88.8425,,,X,,X
jasmine estates,FL,18887,28.2927778,-82.6902778,,,X,,X
morristown,NJ,18886,40.7966667,-74.4819444,,,X,,X
angleton,TX,18856,29.1691667,-95.4316667,,,X,,X
wake forest,NC,18832,35.9797222,-78.51,,,X,,X
shenandoah,LA,18829,30.4011111,-91.0008333,,,X,,X
mira loma,CA,18827,33.9925,-117.5155556,,,X,,X
fairmont,WV,18820,39.485,-80.1427778,,,X,,X
new castle,IN,18812,39.9288889,-85.3702778,,,X,,X
redmond,OR,18807,44.2727778,-121.1727778,,,X,,X
woodbridge,NJ,18794,40.5575,-74.285,,,X,,X
wayne,MI,18785,42.2813889,-83.3863889,,,X,,X
riverbank,CA,18775,37.7361111,-120.9344444,,,X,,X
groton,MA,18772,42.6111111,-71.575,,,X,,X
ipswich,MA,18768,42.6791667,-70.8416667,,,X,,X
easley,SC,18767,34.8297222,-82.6016667,,,X,,X
papillion,NE,18755,41.1544444,-96.0419444,,,X,,X
seymour,IN,18730,38.9591667,-85.8902778,,,X,,X
franklin park,IL,18728,41.9352778,-87.8655556,,,X,,X
dover,NJ,18717,40.8838889,-74.5625,,,X,,X
tullahoma,TN,18692,35.3619444,-86.2094444,,,X,,X
snellville,GA,18687,33.8572222,-84.02,,,X,,X
marshfield,WI,18670,44.6688889,-90.1716667,,,X,,X
oakdale,CA,18668,37.7666667,-120.8461111,,,X,,X
avenel,NJ,18664,40.5802778,-74.2855556,,,X,,X
bay city,TX,18663,28.9825,-95.9691667,,,X,,X
augusta,ME,18661,44.3105556,-69.78,,,X,,X
beacon,NY,18644,41.5047222,-73.97,,,X,,X
port angeles,WA,18636,48.1183333,-123.4294444,,,X,,X
natchitoches,LA,18598,31.7605556,-93.0861111,,,X,,X
independence,KY,18596,38.9430556,-84.5441667,,,X,,X
beaumont,CA,18593,33.9294444,-116.9763889,,,X,,X
rosemount,MN,18593,44.7394444,-93.1255556,,,X,,X
mount juliet,TN,18586,36.2,-86.5186111,,,X,,X
daphne,AL,18581,30.6033333,-87.9036111,,,X,,X
goodings grove,IL,18569,41.6291667,-87.9308333,,,X,,X
mayfield heights,OH,18567,41.5191667,-81.4580556,,,X,,X
thomasville,GA,18528,30.8363889,-83.9788889,,,X,,X
brownsburg,IN,18528,39.8433333,-86.3977778,,,X,,X
palisades park,NJ,18513,40.8480556,-73.9980556,,,X,,X
dinuba,CA,18511,36.5433333,-119.3861111,,,X,,X
cayey,PR,18495,18.1138889,-66.1663889,,,X,,X
king of prussia,PA,18489,40.0891667,-75.3963889,,,X,,X
willmar,MN,18473,45.1219444,-95.0430556,,,X,,X
montclair,VA,18465,38.6108333,-77.34,,,X,,X
west odessa,TX,18455,31.8422222,-102.4983333,,,X,,X
saco,ME,18447,43.5008333,-70.4433333,,,X,,X
oswego,NY,18434,43.4552778,-76.5108333,,,X,,X
eastchester,NY,18431,40.8883333,-73.8286111,,,X,,X
hawthorne,NJ,18413,40.9491667,-74.1541667,,,X,,X
fern creek,KY,18409,38.1597222,-85.5877778,,,X,,X
albertville,AL,18368,34.2675,-86.2088889,,,X,,X
eagle,ID,18351,43.6955556,-116.3530556,,,X,,X
dickinson,TX,18348,29.4605556,-95.0511111,,,X,,X
huntington,NY,18334,40.8680556,-73.4261111,,,X,,X
shelbyville,TN,18317,35.4833333,-86.4602778,,,X,,X
saginaw,TX,18317,32.86,-97.3636111,,,X,,X
amesbury,MA,18313,42.8583333,-70.9305556,,,X,,X
punta gorda,FL,18306,26.9294444,-82.0455556,,,X,,X
northborough,MA,18304,42.3194444,-71.6416667,,,X,,X
lackawanna,NY,18293,42.8255556,-78.8236111,,,X,,X
leesburg,FL,18284,28.8105556,-81.8780556,,,X,,X
bennington,VT,18272,42.8780556,-73.1972222,,,X,,X
palmer,MA,18261,42.1583333,-72.3291667,,,X,,X
hazel park,MI,18261,42.4625,-83.1041667,,,X,,X
vincennes,IN,18257,38.6772222,-87.5286111,,,X,,X
orinda,CA,18251,37.8772222,-122.1786111,,,X,,X
sachse,TX,18239,32.9761111,-96.595,,,X,,X
columbia heights,MN,18235,45.0408333,-93.2627778,,,X,,X
hinsdale,IL,18229,41.8008333,-87.9369444,,,X,,X
rock springs,WY,18226,41.5875,-109.2022222,,,X,,X
christiansburg,VA,18223,37.1297222,-80.4091667,,,X,,X
brookings,SD,18216,44.3113889,-96.7980556,,,X,,X
syracuse,UT,18206,41.0894444,-112.0638889,,,X,,X
syosset,NY,18204,40.8261111,-73.5025,,,X,,X
carlisle,PA,18204,40.2013889,-77.1891667,,,X,,X
whitehall,OH,18173,39.9666667,-82.8855556,,,X,,X
mamaroneck,NY,18153,40.9486111,-73.7330556,,,X,,X
cutler,FL,18117,25.6147222,-80.3108333,,,X,,X
newton,KS,18113,38.0466667,-97.3447222,,,X,,X
berea,OH,18108,41.3661111,-81.8544444,,,X,,X
forest park,OH,18106,39.2902778,-84.5041667,,,X,,X
cudahy,WI,18099,42.9597222,-87.8613889,,,X,,X
pembroke,MA,18041,42.0713889,-70.8097222,,,X,,X
wilkinsburg,PA,18036,40.4416667,-79.8822222,,,X,,X
kyle,TX,18035,29.9888889,-97.8769444,,,X,,X
kalispell,MT,18018,48.1958333,-114.3119444,,,X,,X
cortland,NY,18017,42.6011111,-76.1808333,,,X,,X
elizabeth city,NC,18015,36.2944444,-76.2513889,,,X,,X
rockland,MA,17982,42.1305556,-70.9166667,,,X,,X
nanuet,NY,17973,41.0886111,-74.0138889,,,X,,X
louisville,CO,17965,39.9777778,-105.1313889,,,X,,X
sandalfoot cove,FL,17964,26.3388889,-80.1877778,,,X,,X
college park,GA,17957,33.6533333,-84.4494444,,,X,,X
sunset,FL,17956,25.7055556,-80.3525,,,X,,X
rutherford,NJ,17952,40.8263889,-74.1072222,,,X,,X
palestine,TX,17930,31.7619444,-95.6305556,,,X,,X
scarsdale,NY,17920,41.005,-73.785,,,X,,X
holtsville,NY,17914,40.8152778,-73.0455556,,,X,,X
uvalde,TX,17904,29.2094444,-99.7858333,,,X,,X
laurel,MS,17891,31.6938889,-89.1305556,,,X,,X
north amityville,NY,17890,40.6975,-73.4255556,,,X,,X
golden,CO,17887,39.7555556,-105.2205556,,,X,,X
chambersburg,PA,17884,39.9375,-77.6613889,,,X,,X
rolla,MO,17865,37.9513889,-91.7711111,,,X,,X
westminster,MD,17862,39.5752778,-76.9961111,,,X,,X
takoma park,MD,17860,38.9777778,-77.0077778,,,X,,X
canton,GA,17850,34.2366667,-84.4908333,,,X,,X
foothill farms,CA,17828,38.6763889,-121.3352778,,,X,,X
sand springs,OK,17826,36.1397222,-96.1086111,,,X,,X
shelbyville,IN,17815,39.5213889,-85.7769444,,,X,,X
hammond,LA,17812,30.5041667,-90.4611111,,,X,,X
lenoir,NC,17806,35.9138889,-81.5391667,,,X,,X
orange,TX,17767,30.0927778,-93.7363889,,,X,,X
alamo,CA,17764,37.8502778,-122.0311111,,,X,,X
portsmouth,RI,17756,41.6022222,-71.2508333,,,X,,X
oxford,MA,17746,42.1166667,-71.8652778,,,X,,X
stillwater,MN,17746,45.0563889,-92.8058333,,,X,,X
amsterdam,NY,17735,42.9386111,-74.1886111,,,X,,X
wisconsin rapids,WI,17724,44.3836111,-89.8172222,,,X,,X
isla vista,CA,17716,34.4133333,-119.86,,,X,,X
mattoon,IL,17711,39.4830556,-88.3727778,,,X,,X
anoka,MN,17706,45.1977778,-93.3869444,,,X,,X
cartersville,GA,17703,34.165,-84.8,,,X,,X
redland,MD,17683,39.1452778,-77.1444444,,,X,,X
colonia,NJ,17669,40.5744444,-74.3025,,,X,,X
ocean springs,MS,17659,30.4111111,-88.8277778,,,X,,X
south hadley,MA,17652,42.2583333,-72.575,,,X,,X
coralville,IA,17645,41.6763889,-91.5802778,,,X,,X
north babylon,NY,17642,40.7163889,-73.3222222,,,X,,X
susanville,CA,17641,40.4163889,-120.6519444,,,X,,X
candelaria,PR,17632,18.4061111,-66.2091667,,,X,,X
colonial heights,VA,17626,37.2438889,-77.4105556,,,X,,X
bayshore gardens,FL,17622,27.425,-82.5905556,,,X,,X
winthrop,MA,17618,42.375,-70.9833333,,,X,,X
wentzville,MO,17610,38.8113889,-90.8527778,,,X,,X
albert lea,MN,17605,43.6480556,-93.3680556,,,X,,X
goffstown,NH,17602,43.0202778,-71.6008333,,,X,,X
west fargo,MN,17590,46.8766667,-96.8722222,,,X,,X
west fargo,ND,17590,46.875,-96.9,,,X,,X
newburyport,MA,17575,42.8125,-70.8777778,,,X,,X
hannibal,MO,17568,39.7083333,-91.3583333,,,X,,X
sherrelwood,CO,17556,39.8377778,-105.0008333,,,X,,X
west chester,PA,17545,39.9605556,-75.6058333,,,X,,X
tallmadge,OH,17537,41.1013889,-81.4419444,,,X,,X
laconia,NH,17533,43.5277778,-71.4708333,,,X,,X
safety harbor,FL,17528,27.9905556,-82.6933333,,,X,,X
dumont,NJ,17505,40.9405556,-73.9972222,,,X,,X
saint matthews,KY,17503,38.2527778,-85.6558333,,,X,,X
palos hills,IL,17501,41.6966667,-87.8169444,,,X,,X
hybla valley,VA,17491,38.7475,-77.0833333,,,X,,X
new philadelphia,OH,17472,40.4897222,-81.4458333,,,X,,X
decatur,GA,17458,33.7747222,-84.2963889,,,X,,X
pepperell,MA,17453,42.6658333,-71.5888889,,,X,,X
forest lake,MN,17449,45.2788889,-92.985,,,X,,X
bellaire,TX,17436,29.7055556,-95.4586111,,,X,,X
warrensburg,MO,17431,38.7627778,-93.7358333,,,X,,X
lincolnia,VA,17430,38.8183333,-77.1436111,,,X,,X
abington,MA,17374,42.1047222,-70.9458333,,,X,,X
broadview heights,OH,17374,41.3138889,-81.6852778,,,X,,X
ramona,CA,17373,33.0416667,-116.8672222,,,X,,X
twinsburg,OH,17352,41.3125,-81.4402778,,,X,,X
sudbury,MA,17343,42.3833333,-71.4166667,,,X,,X
ojus,FL,17330,25.9480556,-80.1508333,,,X,,X
dyersburg,TN,17329,36.0344444,-89.3855556,,,X,,X
lindenwold,NJ,17320,39.8241667,-74.9980556,,,X,,X
massapequa park,NY,17313,40.6802778,-73.4555556,,,X,,X
middletown,RI,17303,41.5455556,-71.2919444,,,X,,X
south orange,NJ,17295,40.7488889,-74.2616667,,,X,,X
clinton,UT,17295,41.1397222,-112.0497222,,,X,,X
fremont,OH,17280,41.3502778,-83.1219444,,,X,,X
elk plain,WA,17279,47.0533333,-122.3963889,,,X,,X
marion,IL,17265,37.7305556,-88.9330556,,,X,,X
vero beach,FL,17262,27.6383333,-80.3975,,,X,,X
brigham city,UT,17261,41.5102778,-112.0147222,,,X,,X
claremore,OK,17258,36.3125,-95.6158333,,,X,,X
myrtle grove,FL,17255,30.4208333,-87.3075,,,X,,X
painesville,OH,17251,41.7244444,-81.2458333,,,X,,X
colchester,VT,17245,44.5438889,-73.1483333,,,X,,X
narragansett,RI,17236,41.45,-71.45,,,X,,X
cutlerville,MI,17231,42.8408333,-85.6636111,,,X,,X
junction city,KS,17215,39.0286111,-96.8311111,,,X,,X
arcata,CA,17199,40.8666667,-124.0816667,,,X,,X
morganton,NC,17191,35.7452778,-81.685,,,X,,X
south burlington,VT,17185,44.4669444,-73.1713889,,,X,,X
walnut park,CA,17168,33.9680556,-118.2241667,,,X,,X
greenwood,MS,17162,33.5161111,-90.1794444,,,X,,X
new port richey,FL,17154,28.2438889,-82.7194444,,,X,,X
terrell,TX,17150,32.7358333,-96.275,,,X,,X
pinewood,FL,17149,25.8686111,-80.2172222,,,X,,X
farmingville,NY,17142,40.8311111,-73.03,,,X,,X
okolona,KY,17134,38.1411111,-85.6877778,,,X,,X
wyckoff,NJ,17124,41.0094444,-74.1733333,,,X,,X
natchez,MS,17118,31.5602778,-91.4030556,,,X,,X
gretna,LA,17106,29.9144444,-90.0538889,,,X,,X
glenvar heights,FL,17087,25.7072222,-80.3258333,,,X,,X
hopkins,MN,17073,44.925,-93.4625,,,X,,X
eustis,FL,17071,28.8525,-81.6855556,,,X,,X
ellensburg,WA,17049,46.9966667,-120.5466667,,,X,,X
rutland,VT,17043,43.6105556,-72.9730556,,,X,,X
saint marys,GA,17040,30.7302778,-81.5466667,,,X,,X
camas,WA,17040,45.5872222,-122.3983333,,,X,,X
sikeston,MO,17026,36.8766667,-89.5877778,,,X,,X
tukwila,WA,17022,47.4741667,-122.2597222,,,X,,X
iselin,NJ,17019,40.5752778,-74.3227778,,,X,,X
holden,MA,17016,42.3516667,-71.8638889,,,X,,X
tiffin,OH,17013,41.1144444,-83.1780556,,,X,,X
florida ridge,FL,16999,27.58,-80.3869444,,,X,,X
mineral wells,TX,16993,32.8083333,-98.1125,,,X,,X
artesia,CA,16992,33.8658333,-118.0822222,,,X,,X
cimarron hills,CO,16981,38.8586111,-104.6983333,,,X,,X
kirksville,MO,16973,40.1947222,-92.5830556,,,X,,X
mount vernon,OH,16965,40.3933333,-82.4858333,,,X,,X
marina,CA,16957,36.6844444,-121.8011111,,,X,,X
springboro,OH,16947,39.5522222,-84.2333333,,,X,,X
townsend,MA,16933,42.6666667,-71.7055556,,,X,,X
huntington,IN,16932,40.8830556,-85.4975,,,X,,X
englewood,FL,16907,26.9616667,-82.3527778,,,X,,X
hanover,MA,16906,42.1130556,-70.8125,,,X,,X
erlanger,KY,16895,39.0166667,-84.6008333,,,X,,X
north canton,OH,16886,40.8758333,-81.4025,,,X,,X
beckley,WV,16880,37.7780556,-81.1883333,,,X,,X
alderwood manor,WA,16875,47.8222222,-122.2808333,,,X,,X
issaquah,WA,16853,47.5302778,-122.0313889,,,X,,X
godfrey,IL,16844,38.9555556,-90.1866667,,,X,,X
ashwaubenon,WI,16842,44.4822222,-88.07,,,X,,X
covington,WA,16841,47.3483333,-122.1136111,,,X,,X
moraga,CA,16826,37.835,-122.1286111,,,X,,X
americus,GA,16817,32.0722222,-84.2327778,,,X,,X
concord,MA,16810,42.4602778,-71.3494444,,,X,,X
mandan,ND,16809,46.8266667,-100.8891667,,,X,,X
idylwood,VA,16805,38.895,-77.2119444,,,X,,X
perrysburg,OH,16793,41.5569444,-83.6272222,,,X,,X
bethpage,NY,16791,40.7441667,-73.4825,,,X,,X
madison,MS,16786,32.4616667,-90.1152778,,,X,,X
hermitage,PA,16784,41.2333333,-80.4488889,,,X,,X
crest hill,IL,16776,41.5547222,-88.0986111,,,X,,X
mount clemens,MI,16776,42.5972222,-82.8780556,,,X,,X
chickasha,OK,16772,35.0525,-97.9361111,,,X,,X
long beach,MS,16763,30.3502778,-89.1527778,,,X,,X
seminole,FL,16758,27.8394444,-82.7913889,,,X,,X
jenison,MI,16758,42.9072222,-85.7919444,,,X,,X
rancho mirage,CA,16742,33.7397222,-116.4119444,,,X,,X
grandville,MI,16741,42.9097222,-85.7630556,,,X,,X
woodmere,NY,16740,40.6319444,-73.7130556,,,X,,X
avenal,CA,16727,36.0041667,-120.1280556,,,X,,X
north ogden,UT,16717,41.3072222,-111.9594444,,,X,,X
el segundo,CA,16710,33.9191667,-118.4155556,,,X,,X
fairview park,OH,16709,41.4413889,-81.8644444,,,X,,X
lemay,MO,16706,38.5333333,-90.2791667,,,X,,X
crestview,FL,16702,30.7619444,-86.5705556,,,X,,X
huntley,IL,16700,42.1680556,-88.4280556,,,X,,X
creve coeur,MO,16695,38.6608333,-90.4225,,,X,,X
douglas,AZ,16692,31.3444444,-109.5447222,,,X,,X
sayville,NY,16691,40.7358333,-73.0825,,,X,,X
willimantic,CT,16686,41.7105556,-72.2086111,,,X,,X
griffith,IN,16684,41.5283333,-87.4236111,,,X,,X
nederland,TX,16679,29.9741667,-93.9922222,,,X,,X
barrington,RI,16669,41.7405556,-71.3091667,,,X,,X
parole,MD,16664,38.9794444,-76.5308333,,,X,,X
wolcott,CT,16639,41.6022222,-72.9872222,,,X,,X
hibbing,MN,16638,47.4272222,-92.9375,,,X,,X
carrboro,NC,16626,35.91,-79.0755556,,,X,,X
moses lake,WA,16626,47.1302778,-119.2769444,,,X,,X
menasha,WI,16621,44.2022222,-88.4463889,,,X,,X
arroyo grande,CA,16613,35.1186111,-120.5897222,,,X,,X
easthampton,MA,16611,42.2666667,-72.6694444,,,X,,X
grafton,MA,16583,42.2069444,-71.6861111,,,X,,X
seymour,CT,16562,41.3966667,-73.0763889,,,X,,X
prospect heights,IL,16562,42.0952778,-87.9375,,,X,,X
estelle,LA,16553,29.8455556,-90.1066667,,,X,,X
tinton falls,NJ,16549,40.3041667,-74.1008333,,,X,,X
beltsville,MD,16546,39.0347222,-76.9077778,,,X,,X
pendleton,OR,16539,45.6722222,-118.7875,,,X,,X
swansea,MA,16525,41.7480556,-71.1902778,,,X,,X
lunenburg,MA,16520,42.5944444,-71.725,,,X,,X
asbury park,NJ,16507,40.2202778,-74.0125,,,X,,X
mount vernon,IL,16505,38.316,-88.9106,,,X,,X
bourbonnais,IL,16495,41.1416667,-87.875,,,X,,X
poplar bluff,MO,16488,36.7569444,-90.3927778,,,X,,X
brunswick,GA,16486,31.1497222,-81.4916667,,,X,,X
south river,NJ,16480,40.4463889,-74.3863889,,,X,,X
fairhaven,MA,16453,41.6375,-70.9041667,,,X,,X
wildomar,CA,16442,33.5988889,-117.2791667,,,X,,X
westchester,IL,16434,41.8505556,-87.8819444,,,X,,X
cocoa,FL,16433,28.3858333,-80.7422222,,,X,,X
socastee,SC,16431,33.6833333,-78.9986111,,,X,,X
marysville,OH,16396,40.2363889,-83.3672222,,,X,,X
norwalk,OH,16396,41.2425,-82.6158333,,,X,,X
howard,WI,16379,44.5436111,-88.0880556,,,X,,X
grosse pointe woods,MI,16364,42.4436111,-82.9069444,,,X,,X
country club hills,IL,16350,41.5680556,-87.7202778,,,X,,X
waverly,MI,16332,42.7391667,-84.6208333,,,X,,X
coalinga,CA,16331,36.1397222,-120.3591667,,,X,,X
santa fe springs,CA,16330,33.9472222,-118.0844444,,,X,,X
new milford,NJ,16326,40.935,-74.0194444,,,X,,X
clemmons,NC,16319,36.0213889,-80.3822222,,,X,,X
alamo,TX,16319,26.1833333,-98.1227778,,,X,,X
clinton,MA,16317,42.4166667,-71.6833333,,,X,,X
blytheville,AR,16315,35.9272222,-89.9188889,,,X,,X
frankfort,IN,16315,40.2794444,-86.5108333,,,X,,X
bellmore,NY,16313,40.6686111,-73.5275,,,X,,X
gainesville,TX,16301,33.6258333,-97.1330556,,,X,,X
roanoke rapids,NC,16299,36.4613889,-77.6544444,,,X,,X
middleton,WI,16288,43.0972222,-89.5041667,,,X,,X
central point,OR,16270,42.3761111,-122.9152778,,,X,,X
bon air,VA,16268,37.5247222,-77.5580556,,,X,,X
hopatcong,NJ,16267,40.9327778,-74.6597222,,,X,,X
north valley stream,NY,16266,40.685,-73.7022222,,,X,,X
greenfield,IN,16257,39.785,-85.7694444,,,X,,X
pampa,TX,16257,35.5361111,-100.9594444,,,X,,X
hillcrest heights,MD,16253,39.1519444,-76.8922222,,,X,,X
glen avon,CA,16249,34.0116667,-117.4838889,,,X,,X
dixon,CA,16244,38.4455556,-121.8222222,,,X,,X
cameron park,CA,16232,38.6688889,-120.9861111,,,X,,X
clarksburg,WV,16232,39.2805556,-80.3447222,,,X,,X
winchester,KY,16201,37.99,-84.1797222,,,X,,X
white settlement,TX,16174,32.7594444,-97.4580556,,,X,,X
la palma,CA,16169,33.8463889,-118.0458333,,,X,,X
bostonia,CA,16168,32.8075,-116.9355556,,,X,,X
ferndale,MD,16163,39.1830556,-76.6405556,,,X,,X
mastic,NY,16155,40.8019444,-72.8413889,,,X,,X
sheridan,WY,16154,44.7972222,-106.9555556,,,X,,X
jollyville,TX,16148,30.4425,-97.7747222,,,X,,X
tahlequah,OK,16146,35.9152778,-94.9697222,,,X,,X
albany,CA,16144,37.8869444,-122.2966667,,,X,,X
ada,OK,16144,34.7744444,-96.6780556,,,X,,X
henderson,NC,16134,36.3294444,-78.3994444,,,X,,X
wilsonville,OR,16134,45.3,-122.7725,,,X,,X
overland,MO,16130,38.7011111,-90.3622222,,,X,,X
roosevelt,NY,16129,40.6786111,-73.5894444,,,X,,X
willow grove,PA,16129,40.1438889,-75.1161111,,,X,,X
black forest,CO,16096,39.0130556,-104.7002778,,,X,,X
lansdale,PA,16094,40.2413889,-75.2841667,,,X,,X
manati,PR,16093,18.4294444,-66.4925,,,X,,X
riverdale,GA,16090,33.5725,-84.4133333,,,X,,X
aguadilla,PR,16074,18.4294444,-67.1544444,,,X,,X
anacortes,WA,16061,48.5127778,-122.6113889,,,X,,X
oxford,AL,16058,33.6141667,-85.835,,,X,,X
aberdeen,WA,16055,46.9755556,-123.8144444,,,X,,X
pecan grove,TX,16050,29.6258333,-95.7313889,,,X,,X
south houston,TX,16041,29.6627778,-95.2352778,,,X,,X
horn lake,MS,16036,34.9552778,-90.0347222,,,X,,X
newton,IA,16028,41.6997222,-93.0477778,,,X,,X
north bay shore,NY,16023,40.7361111,-73.2630556,,,X,,X
adelphi,MD,15988,39.0030556,-76.9722222,,,X,,X
laurel,VA,15986,37.6427778,-77.5091667,,,X,,X
universal city,TX,15983,29.5477778,-98.2908333,,,X,,X
canon city,CO,15972,38.4,-105.2166667,,,X,,X
red wing,MN,15972,44.5625,-92.5336111,,,X,,X
patterson,CA,15957,37.4716667,-121.1286111,,,X,,X
westbrook,ME,15956,43.6769444,-70.3716667,,,X,,X
ozark,MO,15951,37.0208333,-93.2058333,,,X,,X
lynn haven,FL,15945,30.2452778,-85.6483333,,,X,,X
highland springs,VA,15942,37.5458333,-77.3280556,,,X,,X
defiance,OH,15926,41.2844444,-84.3558333,,,X,,X
fountain,CO,15925,38.6822222,-104.7002778,,,X,,X
onalaska,WI,15924,43.8844444,-91.235,,,X,,X
clayton,MO,15915,38.6425,-90.3236111,,,X,,X
payson,UT,15912,40.0444444,-111.7313889,,,X,,X
wahiawa,HI,15906,21.5027778,-158.0236111,,,X,,X
waterville,ME,15906,44.5519444,-69.6322222,,,X,,X
trussville,AL,15903,33.6197222,-86.6088889,,,X,,X
tifton,GA,15902,31.4502778,-83.5086111,,,X,,X
sarasota springs,FL,15898,27.3086111,-82.4797222,,,X,,X
langley park,MD,15895,38.9886111,-76.9816667,,,X,,X
dublin,GA,15894,32.5402778,-82.9038889,,,X,,X
depew,NY,15892,42.9038889,-78.6925,,,X,,X
donna,TX,15879,26.17,-98.0516667,,,X,,X
avocado heights,CA,15832,34.0361111,-117.9902778,,,X,,X
batavia,NY,15831,42.9980556,-78.1877778,,,X,,X
ukiah,CA,15825,39.1502778,-123.2066667,,,X,,X
elko,NV,15822,40.8325,-115.7622222,,,X,,X
ashland,MA,15802,42.2611111,-71.4638889,,,X,,X
spring hill,TN,15788,35.7511111,-86.93,,,X,,X
streetsboro,OH,15787,41.2391667,-81.3461111,,,X,,X
mint hill,NC,15772,35.1794444,-80.6475,,,X,,X
portland,TX,15772,27.8769444,-97.3236111,,,X,,X
truckee,CA,15771,39.3280556,-120.1822222,,,X,,X
north decatur,GA,15765,33.7902778,-84.3061111,,,X,,X
cahokia,IL,15761,38.5708333,-90.19,,,X,,X
seaford,NY,15758,40.6658333,-73.4886111,,,X,,X
avon,OH,15724,41.4516667,-82.0355556,,,X,,X
bartow,FL,15718,27.8961111,-81.8433333,,,X,,X
la grange,IL,15717,41.805,-87.8691667,,,X,,X
wilmington island,GA,15702,32.0033333,-80.9738889,,,X,,X
floral park,NY,15702,40.7236111,-73.7052778,,,X,,X
longmeadow,MA,15699,42.05,-72.5833333,,,X,,X
la vista,NE,15695,41.1838889,-96.0308333,,,X,,X
middleburg heights,OH,15681,41.3613889,-81.8130556,,,X,,X
newport,KY,15674,39.0913889,-84.4958333,,,X,,X
kingston,MA,15658,41.9944444,-70.725,,,X,,X
sevierville,TN,15655,35.8680556,-83.5619444,,,X,,X
fort thomas,KY,15654,39.075,-84.4472222,,,X,,X
hawaiian gardens,CA,15652,33.8313889,-118.0719444,,,X,,X
el reno,OK,15643,35.5322222,-97.9547222,,,X,,X
ocean city,NJ,15637,39.2775,-74.575,,,X,,X
stephenville,TX,15637,32.2205556,-98.2019444,,,X,,X
murray,KY,15626,36.6102778,-88.3147222,,,X,,X
martinsburg,WV,15616,39.4561111,-77.9641667,,,X,,X
mustang,OK,15612,35.3841667,-97.7241667,,,X,,X
frankfort,IL,15611,41.4958333,-87.8486111,,,X,,X
kenmore,NY,15603,42.9658333,-78.8702778,,,X,,X
aldine,TX,15596,29.9322222,-95.38,,,X,,X
cherryland,CA,15585,37.6794444,-122.1022222,,,X,,X
east riverdale,MD,15576,38.9619444,-76.9222222,,,X,,X
dickinson,ND,15576,46.8791667,-102.7891667,,,X,,X
highland park,MI,15568,42.4055556,-83.0969444,,,X,,X
monroe,WA,15554,47.8555556,-121.9697222,,,X,,X
pearl river,NY,15544,41.0588889,-74.0222222,,,X,,X
secaucus,NJ,15534,40.7894444,-74.0569444,,,X,,X
south ogden,UT,15524,41.1919444,-111.9705556,,,X,,X
saint michael,MN,15516,45.21,-93.6647222,,,X,,X
hampton,NH,15514,42.9375,-70.8394444,,,X,,X
american canyon,CA,15513,38.175,-122.2597222,,,X,,X
springfield,TN,15509,36.5091667,-86.885,,,X,,X
colchester,CT,15502,41.5755556,-72.3325,,,X,,X
plainfield,CT,15498,41.6763889,-71.9155556,,,X,,X
gatesville,TX,15489,31.435,-97.7436111,,,X,,X
morton,IL,15483,40.6127778,-89.4591667,,,X,,X
durant,OK,15483,33.9938889,-96.3705556,,,X,,X
florence,AZ,15482,33.0313889,-111.3866667,,,X,,X
boulder city,NV,15479,35.9786111,-114.8316667,,,X,,X
bay village,OH,15461,41.4847222,-81.9222222,,,X,,X
canby,OR,15459,45.2630556,-122.6913889,,,X,,X
eden,NC,15440,36.4883333,-79.7669444,,,X,,X
melville,NY,15428,40.7933333,-73.4155556,,,X,,X
shively,KY,15426,38.2,-85.8227778,,,X,,X
bridgeton,MO,15421,38.7669444,-90.4113889,,,X,,X
fairhope,AL,15419,30.5227778,-87.9033333,,,X,,X
sharon,PA,15415,41.2330556,-80.4936111,,,X,,X
pickerington,OH,15408,39.8841667,-82.7536111,,,X,,X
tonawanda,NY,15401,43.0202778,-78.8805556,,,X,,X
coos bay,OR,15394,43.3666667,-124.2166667,,,X,,X
alpine,CA,15391,32.835,-116.7655556,,,X,,X
fords,NJ,15391,40.5291667,-74.3163889,,,X,,X
fillmore,CA,15386,34.3991667,-118.9172222,,,X,,X
makakilo city,HI,15383,21.3469444,-158.0858333,,,X,,X
owosso,MI,15373,42.9977778,-84.1766667,,,X,,X
highland village,TX,15365,33.0916667,-97.0463889,,,X,,X
fairview heights,IL,15362,38.5888889,-89.9902778,,,X,,X
menomonie,WI,15361,44.8755556,-91.9191667,,,X,,X
sugar hill,GA,15348,34.1063889,-84.0336111,,,X,,X
flowing wells,AZ,15339,32.2938889,-111.0091667,,,X,,X
hyattsville,MD,15323,38.9558333,-76.9458333,,,X,,X
