"name","address","phone","url","types","closed","lat","long"
"Justice","70 Consumers Dr d4, Saint John, NB E2J 4Z3, Canada","(506) 634-0042","http://stores.shopjustice.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.30614600000001,-66.019787
"Burlington Coat Factory","Miguel a Pou Blvd, Ponce, PR 00731, United States","(787) 812-8187","http://burlingtoncoatfactory.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.011413,-66.602205
"Gap Outlet","15 Fashion Drive, Saint John, NB E2J 2G2, Canada","(506) 693-4536","http://www.gap.com/customerService/store.do?storeid=2539","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.30214850000001,-66.02604529999999
"The Growing Place","548 Hammond St, Bangor, ME 04401, United States","(207) 941-1055","http://growingplacemaine.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.79976199999999,-68.790357
"Room 2 Remember Kidz","88 York St, Fredericton, NB E3B 3N5, Canada","(506) 472-0400","http://www.room2remember.ca/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.9622875,-66.6434897
"Carter's","90 Consumers Dr, Saint John, NB E2J 4Z3, Canada","(506) 693-9724","https://www.cartersoshkosh.ca/??cm_mmc=CartersCA_Local-_-Google-_-CA145a-_-All","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.3074923,-66.0227623
"Doux Muah Boutique, Inc.","CARR. 155 KM. 55.8, BO. FRANQUEZ, Morovis, 00687, Puerto Rico","(787) 318-7493","http://www.facebook.com/douxmuah","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.335808,-66.43056299999999
"Belly Baby & Beyond","12801 Old Glenn Hwy #1, Eagle River, AK 99577, United States","(907) 694-2208",,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",true,61.336164,-149.563
"The Growing Place","1209 Broadway, Bangor, ME 04401, United States","(207) 947-9055","http://growingplacemaine.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.838612,-68.793047
"Birch Tree Baby","Taiga Dr, Anchorage, AK 99516, United States","(907) 227-5617","http://birchtreebaby.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1030389,-149.8131396
"Crazy 8","320 W 5th Ave #216d, Anchorage, AK 99501, United States","(907) 279-1500","http://www.crazy8.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.2168459,-149.8883827
"The Children's Place","150 Carr 940, Fajardo, PR 00738, 00738, United States","(787) 863-5123","https://www.childrensplace.com/","[""shoe_store"",""health"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.33213,-65.6539717
"Growing Spurts","4931 E Mayflower Ln, Wasilla, AK 99654, United States","(907) 376-4404",,"[""store"",""point_of_interest"",""establishment""]",,61.58570899999999,-149.325814
"Tentaciones D' Bebe","Algarrobo, Vega Baja 00693, Puerto Rico","(787) 231-7556","http://www.facebook.com/tentacionesdbebe","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4417484,-66.42451260000001
"The Children's Place Outlet","18400 State Road 3, Suite 200, Canovanas, PR 00729, United States","(787) 256-3032","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.375652,-65.882583
"The Children's Place","525 FDR Avenue, San Juan, PR 00918, United States","(787) 282-1029","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.422989,-66.0755188
"The Children's Place","525 FDR Avenue, San Juan, PR 00918, United States","(787) 282-1029","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.422989,-66.0755188
"Rainbow","100 Av. San Patricio, Guaynabo, 00968, Puerto Rico","(787) 781-5154",,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4095489,-66.10508229999999
"The Children's Place","519 Westmorland Rd, Saint John, NB E2J 3W9, Canada","(506) 634-3800","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.30739,-66.014842
"Spoiled","1130 W Dimond Blvd, Anchorage, AK 99515, United States","(907) 743-3095",,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",true,61.14191889999999,-149.9012366
"Belles & Beaus","1420 Mill Bay Rd, Kodiak, AK 99615, United States","(907) 486-4156",,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,57.7990971,-152.3866964
"Gap","320 W 5TH AVE, Anchorage, AK 99501, United States","(907) 258-6910","http://www.gap.com/products/anchorage-ak-store-1717.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",true,61.21675130000001,-149.8885796
"The Children's Place","San Patricio Plaza, Av. San Patricio E15, Guaynabo, PR 00968, United States","(787) 707-1905","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4090438,-66.1054899
"The Children's Place","San Patricio Plaza, Av. San Patricio E15, Guaynabo, PR 00968, United States","(787) 707-1905","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4090438,-66.1054899
"Doux Muah Boutique, Inc.","CARR. 155 KM. 55.8, BO. FRANQUEZ, Morovis, 00687, Puerto Rico","(787) 318-7493","http://www.facebook.com/douxmuah","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.335808,-66.43056299999999
"Kids Foot Locker","Plaza las Americas, 525 Av. Franklin Delano Roosevelt, San Juan, PR 00918, United States","(787) 767-7237","http://www.kidsfootlocker.com/","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4223097,-66.0746449
"babyGap","800 E Dimond Blvd, Anchorage, AK 99515, United States","(907) 336-1014","http://www.gap.com/products/anchorage-ak-store-7463.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1429666,-149.8680525
"Para Tu Bebé","763 Av. de Diego Puerto Nuevo, San Juan, PR 00921, United States","(787) 793-5086","http://www.paratubebepr.com/","[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.4021797,-66.0866334
"Marshalls","Av. Jesús T. Piñero, Cayey, 00736, Puerto Rico","(787) 263-0996","http://www.marshallsonline.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.1181924,-66.1425501
"GapKids","1000 The Mall of San Juan Blvd, San Juan, PR 00924, United States","(787) 754-6096","http://www.gap.com/products/san-juan-pr-store-4127.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4127899,-66.0257288
"Kmart","2450 Foothill Blvd, Rock Springs, WY 82901, United States","(307) 362-8560","http://www.kmart.com/stores/wyoming/rock-springs/7107.html","[""department_store"",""shoe_store"",""electronics_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.579286,-109.2614183
"PioMu","Garden Hills, Guaynabo, Puerto Rico","(787) 273-1337","http://www.piomu.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.399907,-66.108126
"Just for my baby","B6 Calle Laurel, Bayamón, 00956, Puerto Rico","(787) 466-6291","http://www.facebook.com/just4mybaby","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.373602,-66.17087099999999
"Bealls","1500 W Winnemucca Blvd, Winnemucca, NV 89445, United States","(775) 625-1563","http://stores.stage.com/nv/winnemucca/1500-w-winnemucca-blvd.html?brand=Bealls&utm_source=local&utm_medium=yext&utm_campaign=general_bealls&utm_term=link","[""department_store"",""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.9635356,-117.745354
"Gap","525 Ave Fd Roosevelt, San Juan, PR 00918, United States","(787) 753-6383","http://www.gap.com/products/san-juan-pr-store-6902.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.42298,-66.074586
"Tiny Ptarmigan","3210 Denali St Suite 6, Anchorage, AK 99503, United States","(907) 929-8469","http://tinyptarmigan.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.19128899999999,-149.8774838
"The Children's Place","200 PR-181, Trujillo Alto, PR 00976, United States","(787) 748-5550","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3691936,-66.0173124
"The Children's Place","200 PR-181, Trujillo Alto, PR 00976, United States","(787) 748-5550","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3691936,-66.0173124
"Babies""R""Us","8600 King St, Anchorage, AK 99515, United States","(907) 344-8697","http://www.toysrus.com/storeLocator/index.jsp?address=99515","[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.14284,-149.8802011
"All 4 Kids","7521 Old Seward Hwy, Anchorage, AK 99518, United States",,,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1526532,-149.8633017
"Old Navy","800 E Dimond Blvd, Anchorage, AK 99515, United States","(907) 349-9592","http://www.oldnavy.com/products/anchorage-ak-store-6064.jsp?tid=onss000002","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1430494,-149.867795
"JCPenney","Plaza Las Americas S/C, San Juan, Puerto Rico 00918, Puerto Rico","(787) 758-1919","http://stores.jcpenney.com/pr/sanjuan/clothing-stores-sanjuan-pr-2751.html?cmmmc=yext--localsearch--profile--homepage?cm_mmc=google-_-local-_-listing-_-link","[""department_store"",""shoe_store"",""hair_care"",""jewelry_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.421362,-66.075503
"Puerto Rico Premium Outlets","1 Premium Outlets Boulevard, 1 Premium Outlets Blvd, Barceloneta 00617, Puerto Rico","(787) 846-5300","http://www.premiumoutlets.com/outlet/puerto-rico","[""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4392433,-66.5409088
"Old Navy","1200 N Muldoon Rd, Anchorage, AK 99501, United States","(907) 337-7700","http://www.oldnavy.com/products/anchorage-ak-store-3989.jsp?tid=onss000002","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.2288892,-149.7461806
"Pitusa Tiendas Por Departamentos Falas","Cll Felipe De Plana, San Juan, 00966, Puerto Rico","(787) 790-2050","http://www.fallasstores.net/","[""department_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3876935,-66.1061847
"Bamola","2599 Ave. Hostos suite #3 Carr. #2 KM.151, Mayaguez, 00682, Puerto Rico","(787) 431-2755","http://www.bamolapr.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.226497,-67.161389
"Gap Outlet","State Road TR#3; KM 18.4, Canóvanas, PR 00729, United States","(787) 256-7020","http://www.gap.com/products/canovanas-pr-store-7969.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.37586,-65.8828187
"OshKosh B'gosh","90 Consumers Dr, Saint John, NB E2J 4Z3, Canada","(506) 693-9724","https://www.cartersoshkosh.ca/??cm_mmc=CartersCA_Local-_-Google-_-CA145b-_-All","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.307841,-66.0227458
"Kid to Kid","1231 E Dimond Blvd, Anchorage, AK 99515, United States","(907) 272-5437","http://anchorage.kidtokid.com/","[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.145205,-149.858661
"Crazy 8","99 Rockingham Park Blvd, Salem, NH 03079, United States","(603) 898-0041","http://www.crazy8.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.7683431,-71.2319122
"The Children's Place","99 Rockingham Park Blvd, Salem, NH 03079, United States","(603) 894-5538","http://www.childrensplace.com/","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.7684885,-71.2315215
"Justice","663 Stillwater Ave, Bangor, ME 04401, United States","(207) 947-0385","http://stores.shopjustice.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.8310861,-68.7487928
"Justice","99 Rockingham Park Blvd, Salem, NH 03079, United States","(603) 890-1785","http://stores.shopjustice.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.76776539999999,-71.2319575
"Disney Store","525 Avenida Franklin Delano Roosevelt, San Juan, PR 00918, United States","(787) 772-0900","http://stores.disneystore.com/pr/san-juan/438/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.421669,-66.074035
"Marshalls","Av. Jesús T. Piñero, Cayey, 00736, Puerto Rico","(787) 263-0996","http://www.marshallsonline.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.1181924,-66.1425501
"Old Navy","90 Pleasant Valley St, Methuen, MA 01844, United States","(978) 689-9066","http://www.oldnavy.com/products/methuen-ma-store-6213.jsp?tid=onss000002","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.74437769999999,-71.15872829999999
"abercrombie kids","525 Avenida Franklin Delano Roosevelt #11010, San Juan, PR 00918, United States","(787) 753-5302","http://www.abercrombiekids.com/shop/us/clothing-stores/US/SanJuan/US/21111?cmp=Yext%7CNaturalSearch%7CLocal%7CGMB%7C21111","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4219342,-66.0742557
"Baby and Kids Rooms","143 Roosevelt Ave, Hato Rey, PR 00918, United States","(787) 766-4321","http://babykidsrooms.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.425573,-66.057782
"Gymboree","99 Rockingham Park Blvd, Salem, NH 03079, United States","(603) 893-4217","http://www.gymboree.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.7664095,-71.2311759
"Gap","90 Pleasant Valley St, Methuen, MA 01844, United States","(978) 686-9777","http://www.gap.com/products/methuen-ma-store-2282.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.74416739999999,-71.1583401
"Adventure Apparel","939 W 5th Ave, Anchorage, AK 99501, United States","(907) 279-0039","http://www.adventureapparel.us/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.21805999999999,-149.900658
"Eddie Bauer","320 W 5th Ave, Anchorage, AK 99501, United States","(907) 279-6606","http://www.eddiebauer.com/","[""clothing_store"",""shoe_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.217051,-149.888969
"PioMu","Garden Hills, Guaynabo, Puerto Rico","(787) 273-1337","http://www.piomu.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.399907,-66.108126
"Children's Orchard","45 Storey Ave #7B, Newburyport, MA 01950, United States","(978) 462-5437","http://childrensorchard.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8199351,-70.9044964
"OshKosh B'gosh","11 Trinity Ave, Fredericton, NB E3C 0B7, Canada","(506) 474-9196","https://www.cartersoshkosh.ca/??cm_mmc=CartersCA_Local-_-Google-_-CA070b-_-All","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.9302874,-66.6627172
"Gap","99 Rockingham Park Blvd, Salem, NH 03079, United States","(603) 898-0966","http://www.gap.com/products/salem-nh-store-2260.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.76690139999999,-71.23174
"Carter's","90 Pleasant Valley St #100, Methuen, MA 01844, United States","(978) 688-8528","http://www.carters.com/?cm_mmc=Carters_Local-_-Google-_-941-_-All","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.744411,-71.1592175
"Burlington Coat Factory","Cayey, 00736, Puerto Rico","(787) 738-8110","http://burlingtoncoatfactory.com/","[""store"",""clothing_store"",""point_of_interest"",""establishment""]",,18.1145317,-66.1468215
"Para Tu Bebé","763 Av. de Diego Puerto Nuevo, San Juan, PR 00921, United States","(787) 793-5086","http://www.paratubebepr.com/","[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.4021797,-66.0866334
"The Baby Store Toys and More","N, 427 Main St, Wasilla, AK, United States","(907) 376-5500","http://thebabystorealaska.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.5837857,-149.4422256
"Rainbow","100 Av. San Patricio, Guaynabo, 00968, Puerto Rico","(787) 781-5154",,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4095489,-66.10508229999999
"Gymboree","310 Daniel Webster Hwy, Nashua, NH 03060, United States","(603) 891-2244","http://www.gymboree.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.70124999999999,-71.4375688
"Plaza Carolina","Avenida Jesús M. Fragoso, Carolina, PR 00983, Puerto Rico","(787) 768-0514","http://www.simon.com/mall/plaza-carolina","[""shopping_mall"",""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3926016,-65.9744303
"Children's Orchard","225 Newburyport Turnpike, Rowley, MA 01969, United States","(978) 948-6600","http://www.childrensorchard.com/stores/rowley-ma/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.70882950000001,-70.90553369999999
"abercrombie kids","525 Avenida Franklin Delano Roosevelt #11010, San Juan, PR 00918, United States","(787) 753-5302","http://www.abercrombiekids.com/shop/us/clothing-stores/US/SanJuan/US/21111?cmp=Yext%7CNaturalSearch%7CLocal%7CGMB%7C21111","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4219342,-66.0742557
"The Children's Place","Plaza Carolina - Avenida Jesús M. Fragoso, Carolina - PR, Brazil","(787) 768-6680","http://www.childrensplace.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.3923701,-65.975264
"Belles and Beaus Babies Children Maternity","202 Center Ave #310, Kodiak, AK 99615, United States","(907) 486-4156",,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,57.78875849999999,-152.4064138
"Gap","525 Ave Fd Roosevelt, San Juan, PR 00918, United States","(787) 753-6383","http://www.gap.com/products/san-juan-pr-store-6902.jsp?tid=gpss000001","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.42298,-66.074586
"Gymboree Outlet","80 Premium Outlets Blvd #725, Merrimack, NH 03054, United States","(603) 424-7487","http://www.gymboree.com/","[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8259627,-71.5006756
"OshKosh B'gosh","80 Premium Outlets Blvd Ste 465, Merrimack, NH 03054, United States","(603) 424-6973","http://www.oshkoshbgosh.com/?cm_mmc=OshKosh_Local-_-Google-_-239-_-All","[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.825407,-71.501825
